participant_no,week no,url,query,data,type,task,goal,source,content,format
109,Week 3,https://www.google.com/search?q=is matcha healthy,is matcha healthy,Q,normative,evaluate,decision making,,,
109,Week 3,https://www.google.com/search?q=is matcha healthy,is matcha healthy,Q,normative,evaluate,decision making,,,
109,Week 3,https://www.google.com/search?q=is matcha healthy,is matcha healthy,Q,normative,evaluate,decision making,,,
109,Week 3,https://www.google.com/search?q=the health benefits of chai,the health benefits of chai,Q,outcome,learn,motivational reasoning,,,
109,Week 3,https://www.google.com/search?q=matcha wiki,matcha wiki,Q,factual,learn,plan,,,
109,Week 3,https://www.google.com/search?q=the health benefits of chai,the health benefits of chai,Q,outcome,learn,motivational reasoning,,,
109,Week 3,https://www.google.com/search?q=the health benefits of tea,the health benefits of tea,Q,outcome,learn,motivational reasoning,,,
109,Week 3,https://www.google.com/search?q=the health benefits of tea,the health benefits of tea,Q,outcome,learn,motivational reasoning,,,
109,Week 3,https://www.google.com/url?q=https://artfultea.com/blogs/tea-wisdom/nepali-tea,https://artfultea.com/blogs/tea-wisdom/nepali-tea,Q,utility,logistics,action,,,
109,Week 3,https://www.google.com/url?q=https://artfultea.com/blogs/tea-wisdom/nepali-tea,https://artfultea.com/blogs/tea-wisdom/nepali-tea,Q,utility,logistics,action,,,
109,Week 3,https://www.google.com/search?q=matcha wiki,matcha wiki,Q,factual,learn,plan,,,
109,Week 3,https://www.google.com/search?q=matcha wiki,matcha wiki,Q,factual,learn,plan,,,
109,Week 3,https://www.google.com/search?q=12-3-30,11295,Q,,,,,,
109,Week 3,https://www.google.com/search?q=12-3-30,11295,Q,,,,,,
109,Week 3,https://www.google.com/search?q=12-3-30,11295,Q,,,,,,
109,Week 3,https://www.google.com/search?q=12-3-30,11295,Q,,,,,,
109,Week 3,https://www.google.com/search?q=12-3-30 before and after,12-3-30 before and after,Q,experiential,evaluate,motivational reasoning,,,
109,Week 3,https://www.google.com/search?q=what is a good snack for weight loss,what is a good snack for weight loss,Q,ideas/options,option seeking,decision making,,,
109,Week 3,https://www.google.com/search?q=what is a good snack for weight loss,what is a good snack for weight loss,Q,ideas/options,option seeking,decision making,,,
109,Week 3,https://www.google.com/search?q=healthy food to make for dinner,healthy food to make for dinner,Q,ideas/options,option seeking,plan,,,
109,Week 3,https://www.google.com/search?q=healthy flatbread recipes,healthy flatbread recipes,Q,ideas/options,option seeking,plan,,,
109,Week 3,https://www.google.com/search?q=healthy flatbread recipes,healthy flatbread recipes,Q,ideas/options,option seeking,plan,,,
109,Week 3,https://www.google.com/search?q=mexican lasagna,mexican lasagna,Q,ideas/options,option seeking,plan,,,
109,Week 3,https://www.google.com/search?q=mexican lasagna,mexican lasagna,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=healthy flatbread recipes,healthy flatbread recipes,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=arm workouts,arm workouts,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=arm workouts,arm workouts,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=how many calories should you burn a day,how many calories should you burn a day,Q,normative,learn,plan,,,
109,Week 4,https://www.google.com/search?q=how many calories should you burn a day,how many calories should you burn a day,Q,normative,learn,plan,,,
109,Week 4,https://www.google.com/search?q=sauna benefits,sauna benefits,Q,outcome,learn,motivational reasoning,,,
109,Week 4,https://www.google.com/search?q=sauna benefits,sauna benefits,Q,outcome,learn,motivational reasoning,,,
109,Week 4,https://www.google.com/search?q=sauna benefits,sauna benefits,Q,outcome,learn,motivational reasoning,,,
109,Week 4,https://www.google.com/search?q=sauna benefits,sauna benefits,Q,outcome,learn,motivational reasoning,,,
109,Week 4,https://www.google.com/search?q=sauna benefits,sauna benefits,Q,outcome,learn,motivational reasoning,,,
109,Week 4,https://www.google.com/search?q=how much water will help you lose weight,how much water will help you lose weight,Q,outcome,learn,decision making,,,
109,Week 4,https://www.google.com/url?q=https://www.canva.com/design/DAGB8sRN0SU/iaTYPt4FkKYmJXDXjNce7w/edit?utm_content=DAGB8sRN0SU&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,https://www.canva.com/design/DAGB8sRN0SU/iaTYPt4FkKYmJXDXjNce7w/edit?utm_content=DAGB8sRN0SU&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://www.canva.com/design/DAGB8sRN0SU/iaTYPt4FkKYmJXDXjNce7w/edit?utm_content=DAGB8sRN0SU&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,https://www.canva.com/design/DAGB8sRN0SU/iaTYPt4FkKYmJXDXjNce7w/edit?utm_content=DAGB8sRN0SU&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=pomodoro technique,pomodoro technique,Q,factual,learn,plan,,,
109,Week 4,https://www.google.com/search?q=27 Plus 14,27 Plus 14,Q,utility,logistics,action,,,
109,Week 4,https://www.google.com/search?q=27 Plus 14,27 Plus 14,Q,utility,logistics,action,,,
109,Week 4,https://www.google.com/search?q=27 Plus 14,27 Plus 14,Q,utility,logistics,action,,,
109,Week 4,https://www.google.com/search?q=gies business break fast for dinner,gies business break fast for dinner,Q,na,na,action,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerJobsDashJobCards?q=jobSearch,jobSearch [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerHiringDashJobHiringSocialHirersCards?q=jobPosting,jobPosting [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerHiringDashJobHiringSocialHirersCards?q=jobPosting,jobPosting [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerJobsDashJobCards?q=jobSearch,jobSearch [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerHiringDashJobHiringSocialHirersCards?q=jobPosting,jobPosting [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerHiringDashJobHiringSocialHirersCards?q=jobPosting,jobPosting [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/voyagerHiringDashJobHiringSocialHirersCards?q=jobPosting,jobPosting [0],Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinkig,design thinkig,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=design thinking,design thinking,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=uiuc library,uiuc library,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://www.researchgate.net/publication/221219676_Modelling_the_Information-Seeking_Behaviour_of_Programmers_-_An_Empirical_Approach,https://www.researchgate.net/publication/221219676_Modelling_the_Information-Seeking_Behaviour_of_Programmers_-_An_Empirical_Approach,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://www.researchgate.net/publication/221219676_Modelling_the_Information-Seeking_Behaviour_of_Programmers_-_An_Empirical_Approach,https://www.researchgate.net/publication/221219676_Modelling_the_Information-Seeking_Behaviour_of_Programmers_-_An_Empirical_Approach,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7745967/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7745967/,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7745967/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7745967/,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://doi.org/10.1108/jd-09-2013-0111,https://doi.org/10.1108/jd-09-2013-0111,Q,na,na,na,,,
109,Week 4,https://www.google.com/url?q=https://doi.org/10.1108/jd-09-2013-0111,https://doi.org/10.1108/jd-09-2013-0111,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=uiuc degree,uiuc degree,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=shein,shein,Q,na,na,na,,,
109,Week 4,https://www.pinterest.com/search/pins/?q=new york outfits summer,new york outfits summer,Q,na,na,na,,,
109,Week 4,https://www.pinterest.com/search/pins/?q=new york outfits summer,new york outfits summer,Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/feed/richRecommendedEntities?q=dynamicFollowRecommendations,dynamicFollowRecommendations [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/feed/updatesV2?q=feed,feed [0],Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=global markets and society minor uiuc,global markets and society minor uiuc,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=global markets and society minor uiuc,global markets and society minor uiuc,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=rao origin,rao origin,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=rao last name origin,rao last name origin,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=pritvi name origin,pritvi name origin,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=Prithviname origin,Prithviname origin,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=shein,shein,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=shein,shein,Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=shein black and white off the shoulder shirt,shein black and white off the shoulder shirt,Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/feed/richRecommendedEntities?q=dynamicFollowRecommendations,dynamicFollowRecommendations [0],Q,na,na,na,,,
109,Week 4,https://www.linkedin.com/voyager/api/feed/updatesV2?q=feed,feed [0],Q,na,na,na,,,
109,Week 4,https://www.google.com/search?q=does stress cause hair loss,does stress cause hair loss,Q,factual,learn,plan,,,
109,Week 4,https://www.google.com/search?q=does stress cause hair loss,does stress cause hair loss,Q,factual,learn,plan,,,
109,Week 4,https://www.google.com/search?q=how to manage work stress,how to manage work stress,Q,how-to (psyc),learn,plan,,,
109,Week 4,https://www.google.com/search?q=how to manage work stress,how to manage work stress,Q,how-to (psyc),learn,plan,,,
109,Week 4,https://www.google.com/search?q=meal prepping with 9-5,meal prepping with 9-5,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=workouts for losing weight and gaining muscle,workouts for losing weight and gaining muscle,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=meal prepping for weight loss,meal prepping for weight loss,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=meal prepping for protien intake,meal prepping for protien intake,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=meal prepping for protien intake,meal prepping for protien intake,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=workoutn plan fo students,workoutn plan fo students,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=workoutn plan fo students,workoutn plan fo students,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=workouts for abs,workouts for abs,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=workouts for abs,workouts for abs,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=abs for women,abs for women,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=abs for women over 50,abs for women over 50,Q,ideas/options,option seeking,plan,,,
109,Week 4,https://www.google.com/search?q=abs for women love handles,abs for women love handles,Q,ideas/options,option seeking,plan,,,
111,Week 2,https://www.google.com/search?q=benefits of pilates for women,benefits of pilates for women,Q,outcome,learn,motivational reasoning,,,
111,Week 2,https://www.google.com/search?q=benefits of pilates for women,benefits of pilates for women,Q,outcome,learn,motivational reasoning,,,
111,Week 2,https://www.google.com/search?q=pilates to increase flexibility,pilates to increase flexibility,Q,outcome,learn,plan,,,
111,Week 2,https://www.google.com/search?q=dinners that go well with pilates after workout,dinners that go well with pilates after workout,Q,ideas/options,option seeking,decision making,,,
111,Week 2,https://www.google.com/search?q=doing pilates on a vegetarian diet,doing pilates on a vegetarian diet,Q,normative,learn,plan,,,
111,Week 2,https://www.google.com/search?q=mental health benefits to playing soccer,mental health benefits to playing soccer,Q,outcome,learn,motivational reasoning,,,
111,Week 2,https://www.google.com/search?q=resting habits for optimal pilates session,resting habits for optimal pilates session,Q,ideas/options,learn,decision making,,,
111,Week 3,https://www.google.com/search?q=wall versus mat pilates,wall versus mat pilates,Q,ideas/options,evaluate,decision making,,,
111,Week 3,https://www.google.com/search?q=wall pilates 20 minute sessions,wall pilates 20 minute sessions,Q,ideas/options,option seeking,action,,,
111,Week 3,https://www.google.com/search?q=wall pilates sessions,wall pilates sessions,Q,ideas/options,option seeking,action,,,
111,Week 3,https://www.google.com/search?q=wall pilates effects,wall pilates effects,Q,outcome,learn,motivational reasoning,,,
111,Week 3,https://www.google.com/search?q=wall pilates effective,wall pilates effective,Q,outcome,evaluate,motivational reasoning,,,
111,Week 3,https://www.google.com/search?q=alternatives to pilates,alternatives to pilates,Q,ideas/options,option seeking,decision making,,,
111,Week 3,https://www.google.com/search?q=expat definion,expat definion,Q,factual,learn,na,,,
111,Week 3,https://www.google.com/search?q=wall pilates vs chair pilates,wall pilates vs chair pilates,Q,comparative,evaluate,decision making,,,
111,Week 3,https://www.google.com/search?q=wall pilates focuses,wall pilates focuses,Q,mechanism,learn,decision making,,,
111,Week 3,https://www.google.com/search?q=recipes for gut healthh,recipes for gut healthh,Q,ideas/options,option seeking,plan,,,
111,Week 3,https://www.google.com/search?q=what is w3schools,what is w3schools,Q,factual,learn,plan,,,
111,Week 4,https://www.google.com/search?q=wall pilates focuses,wall pilates focuses,Q,mechanism,learn,decision making,,,
111,Week 4,https://www.google.com/search?q=musi login,musi login,Q,utility,perform,action,,,
111,Week 4,https://www.google.com/search?q=musi login,musi login,Q,utility,perform,action,,,
111,Week 4,https://www.google.com/search?q=wall pilates focuses,wall pilates focuses,Q,mechanism,learn,decision making,,,
111,Week 4,https://www.google.com/search?q=eating well for a pilates workout,eating well for a pilates workout,Q,ideas/options,option seeking,plan,,,
111,Week 4,https://www.google.com/search?q=pilates mental health benefits,pilates mental health benefits,Q,outcome,learn,motivational reasoning,,,
111,Week 4,https://www.google.com/search?q=meal planning that focuses on increasing metabolism,meal planning that focuses on increasing metabolism,Q,ideas/options,option seeking,plan,,,
111,Week 4,https://www.google.com/search?q=should you exercise when sick,should you exercise when sick,Q,normative,evaluate,decision making,,,
111,Week 4,https://www.google.com/search?q=pilatees attire,pilatees attire,Q,ideas/options,option seeking,plan,,,
111,Week 4,https://www.google.com/search?q=types of pilates methods,types of pilates methods,Q,ideas/options,option seeking,plan,,,
111,Week 4,https://www.google.com/search?q=reformer pilates benefits,reformer pilates benefits,Q,outcome,learn,motivational reasoning,,,
111,Week 4,https://www.google.com/search?q=pilates versus yoga,pilates versus yoga,Q,comparative,evaluate,decision making,,,
111,Week 4,https://www.google.com/search?q=pilates and spin classes,pilates and spin classes,Q,ideas/options,option seeking,decision making,,,
111,Week 4,https://www.google.com/search?q=soccer health benefits,soccer health benefits,Q,outcome,learn,motivational reasoning,,,
112,Week 1,https://www.google.com/search?q=healthy desserts for two,healthy desserts for two,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=healthy desserts for two,healthy desserts for two,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=cottage cheese bagels what molly made,cottage cheese bagels what molly made,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=cottage cheese bagels what molly made,cottage cheese bagels what molly made,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=what to put on a bagel sandwich,what to put on a bagel sandwich,Q,ideas/options,option seeking,decision making,,,
112,Week 1,https://www.google.com/search?q=what to put on a bagel sandwich healthy,what to put on a bagel sandwich healthy,Q,ideas/options,option seeking,decision making,,,
112,Week 1,https://www.google.com/search?q=what to put on a bagel sandwich healthy,what to put on a bagel sandwich healthy,Q,ideas/options,option seeking,decision making,,,
112,Week 1,https://www.google.com/search?q=what to put on a bagel sandwich healthy and cheap,what to put on a bagel sandwich healthy and cheap,Q,ideas/options,option seeking,decision making,,,
112,Week 1,https://www.google.com/search?q=when are tomatoes in season,when are tomatoes in season,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=when are tomatoes in season,when are tomatoes in season,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=meijer,meijer,Q,utility,logistics,action,,,
112,Week 1,https://www.google.com/search?q=when are tomatoes in season,when are tomatoes in season,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=what vegetables are in season right nwo,what vegetables are in season right nwo,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=what vegetables are in season right nwo,what vegetables are in season right nwo,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=what vegetables are in season right nwo,what vegetables are in season right nwo,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=teriyaki tofu bowl recipe,teriyaki tofu bowl recipe,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=teriyaki tofu bowl recipe,teriyaki tofu bowl recipe,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=teriyaki tofu bowl recipe,teriyaki tofu bowl recipe,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=teriyaki tofu bowl recipe,teriyaki tofu bowl recipe,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=healthy cheap snacks,healthy cheap snacks,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=healthy cheap snacks chickpeas,healthy cheap snacks chickpeas,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=healthy cheap snacks chickpeas,healthy cheap snacks chickpeas,Q,ideas/options,option seeking,plan,,,
112,Week 1,https://www.google.com/search?q=can you put egg carton in recylcing,can you put egg carton in recylcing,Q,factual,learn,decision making,,,
112,Week 1,https://www.google.com/search?q=nutrition benefits of cottage cheese,nutrition benefits of cottage cheese,Q,outcome,learn,motivational reasoning,,,
112,Week 1,https://www.google.com/search?q=nutrition benefits of cottage cheese,nutrition benefits of cottage cheese,Q,outcome,learn,motivational reasoning,,,
112,Week 1,https://www.google.com/search?q=nutrition benefits of cottage cheese,nutrition benefits of cottage cheese,Q,outcome,learn,motivational reasoning,,,
112,Week 1,https://www.google.com/search?q=nutrition facts of bean,nutrition facts of bean,Q,factual,learn,plan,,,
112,Week 1,https://www.google.com/search?q=nutrition facts of bean,nutrition facts of bean,Q,factual,learn,plan,,,
112,Week 1,https://www.google.com/search?q=recipes wiht beans,recipes wiht beans,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=best cold lunches gluten free,best cold lunches gluten free,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=what can you do with white beans,what can you do with white beans,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=what can you do with white beans,what can you do with white beans,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=what goes with cheddar biscuits,what goes with cheddar biscuits,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=what goes with cheddar biscuits,what goes with cheddar biscuits,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=tomato soup recipe,tomato soup recipe,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=tomato soup recipe easy,tomato soup recipe easy,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=tomato soup recipe,tomato soup recipe,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=tomato soup recipe vegan,tomato soup recipe vegan,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=tomato soup recipe vegan,tomato soup recipe vegan,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=white bean blended,white bean blended,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=white bean blended,white bean blended,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=white bean blended,white bean blended,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=things to serve with white bean dip,things to serve with white bean dip,Q,ideas/options,option seeking,decision making,,,
112,Week 2,https://www.google.com/search?q=red lobster gf biscuit recipe,red lobster gf biscuit recipe,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=red lobster gf biscuit recipe,red lobster gf biscuit recipe,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=gluten free biscuits,gluten free biscuits,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=does cornbread go with tomato soup,does cornbread go with tomato soup,Q,normative,evaluate,decision making,,,
112,Week 2,https://www.google.com/search?q=quick cornbread,quick cornbread,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=is cornbread healthy,is cornbread healthy,Q,normative,evaluate,decision making,,,
112,Week 2,https://www.google.com/search?q=is cornbread healthy,is cornbread healthy,Q,normative,evaluate,decision making,,,
112,Week 2,https://www.google.com/search?q=cornbread muffins recipe,cornbread muffins recipe,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=cornbread muffins recipe with creamed corn,cornbread muffins recipe with creamed corn,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=cornbread muffins recipe with creamed corn,cornbread muffins recipe with creamed corn,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=cornbread muffins recipe ,cornbread muffins recipe ,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=gluten free corn muffins,gluten free corn muffins,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=gluten free corn muffins,gluten free corn muffins,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=best cold lunches gluten free,best cold lunches gluten free,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=white bean wraps,white bean wraps,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=white bean wraps,white bean wraps [10],Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=white bean wraps,white bean wraps [20],Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=best cold lunches gluten free,best cold lunches gluten free,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=best cold lunches gluten free,best cold lunches gluten free,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=best cold lunches gluten free,best cold lunches gluten free,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=best cold lunches gluten free,best cold lunches gluten free,Q,ideas/options,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep when you hate cooking,how to meal prep when you hate cooking,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep when you hate cooking,how to meal prep when you hate cooking,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep when you hate cooking,how to meal prep when you hate cooking,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep when you hate cooking,how to meal prep when you hate cooking,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep when you hate cooking,how to meal prep when you hate cooking,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep cheaply,how to meal prep cheaply,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/url?q=https://www.loveandlemons.com/white-bean-dip/,https://www.loveandlemons.com/white-bean-dip/,Q,how-to (procedural),perform,action,,,
112,Week 2,https://www.google.com/url?q=https://eatwithclarity.com/creamy-vegan-tomato-soup/,https://eatwithclarity.com/creamy-vegan-tomato-soup/,Q,how-to (procedural),perform,action,,,
112,Week 2,https://www.google.com/search?q=biscuit recipe,biscuit recipe,Q,ideas/options,option seeking,action,,,
112,Week 2,https://www.google.com/search?q=gluten free drop biscuits,gluten free drop biscuits,Q,ideas/options,option seeking,action,,,
112,Week 2,https://www.google.com/search?q=gluten free drop biscuits,gluten free drop biscuits,Q,ideas/options,option seeking,action,,,
112,Week 2,https://www.google.com/search?q=what is pineapple casserole,what is pineapple casserole,Q,factual,learn,plan,,,
112,Week 2,https://www.google.com/search?q=what is pineapple casserole,what is pineapple casserole,Q,factual,learn,plan,,,
112,Week 2,https://www.google.com/search?q=what is pineapple casserole,what is pineapple casserole,Q,factual,learn,plan,,,
112,Week 2,https://www.google.com/search?q=how to make your food last longer in the fridge,how to make your food last longer in the fridge,Q,how-to (procedural),learn,plan,,,
112,Week 2,https://www.google.com/search?q=how long does cooked rice last in the fridge,how long does cooked rice last in the fridge,Q,factual,learn,plan,,,
112,Week 2,https://www.google.com/search?q=how long does cooked rice last in the fridge,how long does cooked rice last in the fridge,Q,factual,learn,plan,,,
112,Week 2,https://www.google.com/search?q=meijer,meijer,Q,utility,logistics,action,,,
112,Week 2,https://www.google.com/search?q=how to make your food last longer in the fridge,how to make your food last longer in the fridge,Q,how-to (procedural),learn,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep cheaply,how to meal prep cheaply,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=how to meal prep on a budget,how to meal prep on a budget,Q,how-to (procedural),barrier,plan,,,
112,Week 2,https://www.google.com/search?q=129/6,129/6,Q,utility,logistics,action,,,
112,Week 2,https://www.google.com/search?q=meal prepping ti[s,meal prepping ti[s,Q,experiential,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=meal prepping tips,meal prepping tips,Q,experiential,option seeking,plan,,,
112,Week 2,https://www.google.com/search?q=how long does cooked rice last in the fridge,how long does cooked rice last in the fridge,Q,factual,learn,plan,,,
112,Week 2,https://www.google.com/search?q=how long do chipotle peppers in adobo sauce last in the fridge,how long do chipotle peppers in adobo sauce last in the fridge,Q,factual,learn,plan,,,
112,Week 3,https://www.google.com/search?q=how to keep celery fresh for longer,how to keep celery fresh for longer,Q,how-to (procedural),learn,plan,,,
112,Week 3,https://www.google.com/search?q=different ways to eat celery,different ways to eat celery,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=stir fried celery,stir fried celery,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=stir fried celery,stir fried celery,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=stir fried celery,stir fried celery,Q,ideas/options,option seeking,plan,,,
112,Week 3,https://www.google.com/search?q=what fruits are in season right now,what fruits are in season right now,Q,factual,learn,decision making,,,
112,Week 3,https://www.google.com/search?q=what fruits are in season right now april illinois,what fruits are in season right now april illinois,Q,factual,learn,decision making,,,
112,Week 3,https://www.google.com/search?q=meals with asparagus,meals with asparagus,Q,ideas/options,option seeking,plan,,,
